npaid	smiles
NPA002330	C[C@H]([C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)O)NC(=O)CCCC(C)C)O
NPA002333	C/C(=C\C1=CC(=C(C=C1)O[C@H]2[C@H]([C@@H]([C@H](O2)C(=O)C)O)O)O)/C(=O)NC3[C@@H]([C@H](C([C@H]([C@@H]3O)O)OC)O)O
NPA002336	CC1=C(OC(=O)N2CCCC2C1=O)NC(=O)CC(C)C
NPA002337	C/C=C(\C)/C(=O)OC(/C=C/[C@@H]([C@H](C)O)O)C1C=CC(=O)O1
NPA002339	CC[C@@H](C)[C@H]1C(=O)N([C@H](C(=O)N[C@H](C(=O)OC(C(C(=O)N[C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)O1)CC3=CC=CC=C3)C)[C@@H](C)O)(C)C)CCCC#C)C(C)C)C(C)C)C
NPA002348	C[C@@H]1C(=O)OC(CCCC=CCCC(CC=CC=C(C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)N1C)CC(=O)NC)C)C(C)C)C)C(C)C)C)CC3=CC=CC=C3)C)C(C)C)C)OC)C
NPA002354	CC(C)C[C@H]1C(=O)O[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N1)CC2=CC=CC=C2)CC(C)C)C)C(C)C)CC(C)C
NPA002357	CC1NC(=NCCC[C@H](N)C(=O)O)NC1=O
NPA002365	CCC(C)C(C(=O)O)NC(=O)NC(C(C)C)C(=O)NC1CCCCNC(=O)/C=C\C(NC1=O)C(C)C
NPA002368	C[C@@H]1C/C=C\2/C(=O)NC/C=C/C=C/[C@H](C[C@@H](CC3=NC(=CO3)C(=O)N[C@H](CS2)C(=O)O1)O)O
NPA002371	CC1=C(COC1=O)/C=C/CCCCCC(=O)C
NPA002379	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N([C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N[C@H](C(=O)N([C@H](C(=O)N1)CC3=CC=CC=C3)C)CC4=CC=CC=C4)C)CC5=CC=CC=C5)C)CC(C)C
NPA002389	CCC(C)C1C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)N1)CC(C)C)CC2=COC=C2)C)CC3=CC=CC=C3)CC4=CC=CC=C4
NPA002391	CCCCCCCC1CC(=O)N[C@H](C(=O)N[C@H](C(=O)OC(CC(=O)N[C@@H](C(=O)N[C@H](C(=O)O1)CO)CC(C)C)CCCCC)CC(C)C)CO
NPA002399	CC[C@H](C)[C@@H]1C2=NC(=CS2)C(=O)N[C@H](C3=N[C@@H]([C@H](O3)C)C(=O)N[C@H](C4=NC(=CO4)C(=O)N1)C(C)C)C
NPA002400	CC(C)C[C@H]1[C@@H](C(=O)N(C1=O)O)C2=CC=C(C=C2)OCC=C(C)C
NPA002422	C[C@H]([C@H]1C(=O)N[C@@H](C(=O)NC(C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CO)[C@H]([C@@H]2CN=C(N2[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)N)O)[C@H]([C@@H]4CN=C(N4)N)O)CC5=CC=C(C=C5)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)OC(=O)CC(C)C)O)O)O)O)C8=CC=CC=C8
NPA002423	CC1=CC(=CC(=C1C(=O)OC[C@@H]([C@H]([C@H](C)O)O)O)O)O
NPA002431	C[C@H]1[C@H](N=C(S1)C2=CC=CC=C2O)CO
NPA002432	C[C@@]1(C[C@H]2[C@@H](CO1)C(=O)C3=C([C@@H]2OC)C(=C(C=C3O)OC)O)O
NPA002447	CC/C=C(\C)/[C@H]([C@@H](C)/C=C(\C)/C=C/C/C(=C/CC1=C(C(=O)C(=C(N1)OC)OC)C)/C)OC
NPA002448	CCCCCC(O)CC(=O)N\C(=C/C)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)N\C(=C/C)C(=O)NC(C(C)O)C(=O)NC(C(C)CC)C(=O)NC(CCO)C(=O)NC(CCN)C(=O)NC(CCCCN)C(O)=O
NPA002453	C[C@H]1CC(=O)O[C@H](C(=O)C[C@@H](C(=O)O[C@H]([C@@H](/C=C\C(=O)O1)O)C)OC)C
NPA002456	C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O)O
NPA002461	CC1(C=CC2=C(C(=C(C=C2O1)OC)O)OC)C
NPA002462	CCC(C)(NC(=O)C(C)(C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(C)(C)NC(=O)C(NC(=O)C(C)(C)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)(C)NC(C)=O)C(C)C)C(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(O)=O
NPA002476	C1CC(=O)N(C1=O)CCCCCN(C(=O)CC2=CC=CC=C2)O
NPA002485	C[C@@H]([C@H](C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)N)O
NPA002487	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC(=O)C2=C(NC=C2C)C)O)O)O
NPA002500	C1CC2C(=O)NC(CC(=O)N3CCCC3C(=O)NC(CC(=O)N2C1)C4=CC=CC=C4)C5=CC=CC=C5
NPA002505	CCCCCCCC1CC(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)O1)[C@@H](C)CC)CC(C)C)[C@@H](C)O)CO)CC(C)C
NPA002511	CCC(C)C1=CC2=C(C(=C3C(=C2Cl)C[C@@H]4C5=C3C(=C6C(=O)[C@H]7[C@H](C=C[C@H]([C@H]7OC6=C5OCO4)OC)O)O)O)C(=O)N1N
NPA002515	CCC(C)CC(C)/C=C(\C)/C(C(C)/C=C(\C)/C(C(C)/C=C(\C)/C(C(C)/C=C(\C)/C(=O)OCC(C(C(CO)O)O)O)O)O)O[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
NPA002517	CC[C@@H]1C2=NC(CS2)C(=O)N([C@@H](C(=O)N[C@H](C(=O)N[C@@H]([C@H](C(=O)O[C@H](C(=O)N([C@H](C(=O)N3CCC[C@H]3C(=O)N([C@@H](C4=N[C@@H](CS4)C(=O)N1)CC5=CC=CC=C5)C)C(C)C)C)CC6=CC=CC=C6)C)C)C(C)C)CC7=CC=CC=C7)C
NPA002519	CC(CC1CC(C=C/C=C/C=C/CC(CC(C/C=C/C=C/C=C/C(=O)O1)O)O)OC)O
NPA002522	CCCCCC([C@H]1C(=O)N[C@@]2([C@]1(OC2=O)C)[C@H]([C@H]3CCCC=C3)O)O
NPA002525	CC1C(CC(C(O1)OC)O)([C@H](C[C@@H]([C@@H]([C@@H](C)O)O)OC)O)O
NPA002527	CCC1CCC(=O)C2=C3C(=CC(=C2O)C)C(=O)C4=C(C3=O)[C@](C=CC(=O)N4)(C(=O)O[C@H](C=C1)C(C)O)C
NPA002528	CSC1=C(C(=CC(=C1)O)S(=O)(=O)C)N=NC(=O)N
NPA002530	CC(C)C(C(=O)NC(C1=CC(=CC(=C1)O)O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC(C3=CC(=CC(=C3)O)O)C(=O)NC(C4=CC=C(C=C4)O)C(=O)NC(C5=CC(=CC(=C5)O)O)C(=O)NC(C(C)C)C(=O)NC(C6=CC(=CC(=C6)O)O)C(=O)NC(C7=CC=C(C=C7)O)C(=O)NC(CC8=CC=CC=C8)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(C9=CC(=CC(=C9)O)O)NC(=O)C(C1=CC=C(C=C1)O)N
NPA002531	C[C@@H]1[C@@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O1)C(C)C)[C@@H](C2=CC=CC=C2)O)C(C)C)CC3=CNC4=C3C(=CC=C4)OC)C)C(C)C)C)C(C)C)CC(C)C)C)C(C)C)[C@@H](C)O)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)N(C)C
NPA002532	C/C=C/[C@@H]1[C@@H](C[C@H]2[C@@H](O1)[C@@H](OC2=O)/C=C/C)O
NPA002535	CC[C@@H](C)[C@H]1C(=O)O[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC(=O)N)CC(=O)N)C(C)C)NC(=O)/C=C/C=C/C=C/C=C/C2=CC(=C(C=C2)O)Br)C
NPA002536	CCC(C)CCCCCCCC[C@@H](O)C=CC1=CC2=C(N=N1)C(=O)C(NC)=CC2=O
NPA002545	COC1=CC(=O)OC(=C1)[C@H]2[C@]3(C[C@H]4C[C@@]2([C@@]([C@H]3C(=O)C5=CC=CC=C5)(C(=O)O4)O)O)O
NPA002553	CC(C)CCCCC(=O)O[C@H]([C@@H](C(=O)NCCCN[C@@H]([C@@H]([C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)O)O)O[C@H]3[C@@H]([C@@H]([C@H](O3)CN)O)OC)C(=O)O)NC(=O)[C@H]([C@@H]4CCN=C(N4)N)NC(=O)N[C@@H](C(C)C)C(=O)O)C(C)C
NPA002555	CCCCCC[C@@H]1CC(=O)N[C@H](C(=O)O1)CO
NPA002562	C[C@@H]1[C@](C(=O)[C@H]([C@@H](O1)O[C@]23[C@H](C=CC2=CC4=C3C(=C(C=C4)CC#N)Cl)O)O)(C)O
NPA002564	C/C=C(/C1=C[C@H]([C@@H](C1=O)O)O)\Cl
NPA002566	C1=CC2=C(C=C1C(=O)N)O[C@@H](O2)CO
NPA002568	C[C@@H]1C(C(=O)[C@]2(O1)C[C@@H]3[C@]([C@@H]2OC(=O)C)(C[C@]45N3C(=O)[C@](N(C4=O)C)(SSSS5)CO)O)(C)C
NPA002582	CC1CC2(C(OC(C1)(O2)CCCCCCC[C@@H](C([C@@H]3CC(C([C@@](O3)(C[C@@H]([C@@H](C)/C=C/[C@H](CC[C@H]([C@H]([C@@H]4C[C@H]([C@@H](C(O4)C[C@H]([C@@H](C[C@@H]5[C@H]([C@@H]([C@H]([C@@H](O5)C[C@@H](/C=C\C=C\CC([C@@H]([C@@H](C/C=C\C(=C)CC[C@@H]([C@H](C([C@H](C)C[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)/C=C\[C@H]([C@@H](CC7CC8CC(O7)C(O8)CC[C@@H]9[C@@H](C[C@H](O9)CN)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)CCCCCCCC(C[C@@H]([C@H]([C@@H]([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)C[C@@H](C(/C(=C/[C@@H](CCC(C(=O)N/C=C/C(=O)NCCCO)O)O)/C)O)O)O)O)O)O)O)O)O)C
NPA002584	C/C(=C/C=C\C=C\C(C1=CN=CO1)O)/C(C(C)(C)C(=O)N)O
NPA002587	CC[C@@H]1[C@@H](C(=O)O[C@H](C(=O)NCC(=O)N([C@H](C(=O)NCC(=O)N([C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)C(C(=O)N[C@H](C(=O)N1)C)(C)C)C)CC2=CC=CC=C2)C)C(C)C)C)[C@@H](C)CC)C)[C@@H](C)CC)C
NPA002588	CCC/C=C/C=C/C[C@@H]1C/C=C/C=C(/C=C/C=C\[C@@H]([C@@H](/C=C(/C=C/C=C/C(=O)N1)\C)O)O)\C
NPA002591	CCCCCCC[C@@H]1[C@]([C@@H](C2=C(O1)OC(=C)C2=O)O)(C)O
NPA002606	CC(CC1C/C=C/C=C/C=C/C(CC(CC(C/C=C/C=C/C=C/C(=O)O1)O)O)O)O
NPA002607	C[C@H]1C[C@H]([C@H](O[C@H]1C/C=C(\C)/C=C/[C@@H]2C[C@@](C[C@H](O2)CC(=O)O)(CCl)O)C)NC(=O)/C=C\[C@H](C)OC(=O)C
NPA002614	CC(C)CC(CO)NC(=O)C1CCCN1C(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(CC(=O)N)NC(=O)C(C)(C)NC(=O)C
NPA002621	CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(CC(=O)CC)O)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(C)C)C(=O)NC(C(C)CC)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO
NPA002623	CCC[C@@H](C)[C@@H]([C@H](C)[C@H]([C@@H](C)[C@H](CC1=NC(=CS1)C2=N[C@@](CS2)(C)C3=N[C@@](CS3)(C)C(=O)N[C@@H]([C@@H](C)CC)[C@H]([C@@H](C)C(=O)OCC)O)OC)O)O
NPA002624	C[C@H]1/C=C(\[C@H]2[C@@H]([C@H](C3=CC(=CC(=C3O2)NC(=O)[C@@H](C1=O)C)O)O)C)/C
NPA002626	C[C@@H]1[C@H]([C@]1(C)C(=O)C)/C=C/C(=O)C
NPA002631	CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(CC(=O)CC)O)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(C)C)C(=O)NC(C(C)CC)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CN(C)CCO
NPA002634	CCC/C=C/C=C/[C@@H]1C[C@H]([C@H](C(=O)[C@H]1C=O)O)O
NPA002636	CCC(C(C)C(=O)NC1CCCCN(C1=O)O)OC(=O)C(CCCCN(C(=O)/C=C\CCCCCC(=O)O)O)NC(=O)C2C(OC(=N2)C3=CC=CC=C3O)C
NPA002637	CC[C@H]1C[C@H]([C@@]([C@H](C1=O)C)(/C=C/C(=C/[C@H](C)[C@@H](CC)O)/C)O)C
NPA002654	CC1=CC(=C(C=C1)/C(=C\C(=C\CCC[C@@H](CNC(=O)C)O)\C)/C)CC=C
NPA002659	C[C@H]1/C=C(\[C@@H]([C@H](CC/C=C(\C(=O)NC2=CC(=CC(=C2)[C@@H]([C@H](/C=C(\[C@@H]1O)/OC)C)O)O)/C)OC)OC(=O)N)/C
NPA002670	CCC(C)(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NCC(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CNC3=CC=CC=C32)CO)NC(=O)C(C)(C)NC(=O)C(CO)NC(=O)C(C)(C)NC(=O)C(CC4=CC=CC=C4)NC(=O)C
NPA002671	CCC(C)CCCCCCCC[C@@H]1CC(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@@H]2C(=O)N1)CCC(=O)N)CC(=O)N)CO)CC(=O)N)CC3=CC=C(C=C3)O)CC(=O)N
NPA002673	CCCCCCCCCCCC(=O)NC(C)(C)C(=O)N1C[C@H](C[C@H]1C(=O)NC(CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)NC(CCC(=O)N)C(=O)N[C@@H](CC(C)C)CO)O
NPA002674	CC1CCCC[C@@H]2[C@@H]3[C@@H](C=CC2=O)OC(=C3C(=O)O1)/C=C/C=C/C=C/C(=O)O
NPA002687	C/C=C\C1=C(C=CC(=C1)C)/C(=C\C(=C\CCC[C@@H](CNC(=O)C)O)\C)/C
NPA002700	CCCC(CC(=O)N(CCCC(C(=O)NC(C(C(=O)O)O)C(=O)NC(CO)C(=O)NC(CCCN(C=O)O)C(=O)NCCCCN)N)O)O
NPA002702	CCCCCC/C=C\CCCC(CC(=O)NC(CC(C)C)C(=O)N[C@H]1[C@@H](OC(=O)C(NC(=O)C(NC(=O)[C@@H](NC(=O)[C@H](NC1=O)CO)[C@H](C)O)CC(C)C)CC(C)C)C)O
NPA002704	C/C=C\1/C(=O)N[C@H](C(=O)N/C(=C/C)/C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)NC(C(C(=O)N[C@H](C(=O)NCC(=O)N3CCCC3C(=O)N[C@H](C(=O)N1)CC4=CC=CC=C4)CCC(=O)N)O)CC(CC(C(CC(C)C)O)O)OC(=O)C(CC(C)C)N(C)C(=O)C)CCC5=CC=CC=C5)[C@@H](C)O)CO
NPA002718	CCC(CCCC/C=C/C1=C(C(=O)OC1)C)O
NPA002720	CC1CCCCCC(C(=O)C(CC(=O)O1)SCC(=O)O)O
NPA002724	CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN)C(C)C)CC3=CC=C(C=C3)O)CC(=O)O)CC(=O)N)CC4=CC=CC=C4)CC5=CC=CC=C5)CC6=CC=C(C=C6)O
NPA002735	C1[C@@H](CC(=O)C2=C(C=C(C=C21)O)O)O
NPA002740	CC1=C(C2=C(C(=O)C(=O)C(=[N+]=[N-])C2=O)NC1=O)/C(=C/C(C)CC(C)C)/C
NPA002742	C[C@@H]1C[C@@H]2[C@H]([C@@H]1OC(=O)C(C)C)C=C[C@@H]3[C@H]2C=C4C(=O)C[C@@H](C[C@H](C3)O)OC4=O
NPA002744	CC1C(=O)OC(CC(=O)OC(CC(=O)OC(C(=O)N(C(C(=O)N1)C)C)C(C)C)C2=CC=CC=C2)C3=CC=CC=C3
NPA002745	CC(C)[C@@H]1C(=O)N2[C@@H](C[C@]3([C@@H]2NC4=CC=CC=C43)[C@]56C[C@H]7C(=O)N[C@@H](C(=O)N7[C@H]5NC8=CC=CC=C68)C(C)C)C(=O)N1
NPA002747	C[C@H]1C(=O)N([C@]2([C@@]1([C@H](C[C@@H](C)[C@H](/C=C/C=C/CNC(=O)C(C)(C)[C@@H](/C(=C\C=C\C=C\C(=C(/C)\[N+](=O)[O-])\C)/C)O)O)OC)O)[C@H](OC2=O)C)C
NPA002749	CC1C(C/C=C/C=C/C=CC(CC(=O)NC2=CC3=C(C(=C2O)CC/C=C(\C1O)/C)SCC(=O)N3)OC)OC(=O)C(C)NC(=O)C4CCCCC4
NPA002751	CCC(C)[C@H]1C(=O)N[C@H](C(=O)O[C@@H]([C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N1)C(C)C)CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)NC(=O)CC4=CC=CC=C4)C)C(C)C
NPA002757	CC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N(C)[C@@H](CC2=CC=CC=C2)C(=O)N/C=C\C3=CNC4=CC=CC=C43
NPA002760	C[C@H]1CC[C@@H](C[C@@H](C[C@@H](C[C@H](C[C@@H](C[C@H](C[C@H](C[C@H](C[C@@H](C/C=C/C=C/C=C/C=C/C=C/C=C/C(=O)O[C@H]1C(C)C)O)O)O)O)O)O)O)O)O
NPA002761	C/C=C/1\C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](CC(=O)N[C@H](C(=O)N[C@H]([C@@H](C(=O)N[C@H](CCC(=O)N1)C(=O)O)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C)CCCN=C(N)N)C(=O)O)CCC3=CC=C(C=C3)O)C
NPA002762	C[C@H]([C@@H](C(=O)O)NC(=O)[C@@H]1CCC(=N1)N)O
NPA002767	CC(=O)NC[C@@H]1CS[C@H](N1C)[C@H]2COC(=N2)C3=CC=CC=C3O
NPA002772	CCCCC(C)C1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)O1)CC(C)C)C)C(C)C
NPA002773	C[C@@H]1C(=O)OC([C@@H](C(=O)NC(C(=O)C(=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC(=O)N)CC(C)C)CC(C)C)NC(=O)[C@H](C(C)O)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)CC3=CC=CC=C3)C
NPA002775	C[C@H]1C/C(=C\C[C@@H](OC(=O)CCC[C@@H]1OC(=O)/C(=C/C(=C/C(=C/C=C/C(=C/[C@@H]([C@H](C[C@H](C)O)O)O)/C)/C)/C)/C)[C@@H](C)C/C(=C/[C@@H](C)[C@@H](C[C@@H](C)O)O)/C)/C
NPA002778	C1C[C@H]2C(=O)N[C@H](C(=O)N2C1)CCCN=C(N)N
NPA002780	C[C@H]([C@H]1C(=O)N[C@H](C(=O)O[C@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N1)CC(C)C)C)CC2=CC=C(C=C2)OC)CC(C)C)C(C)C)CO)O
NPA002781	CCCCCC/C=C\CC(=O)N[C@@H](CO)[C@H](CC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CO)/C=C/C(=O)NCC(=O)C1=CNC2=CC=CC=C21)O
NPA002783	CC1=C(C=C(C(=C1C)C(=O)OC[C@H]([C@@H]([C@@H](CO)O)O)O)O)O
NPA002784	CC1=C(COC1=O)/C=C/CCCCCC(C)O
NPA002788	CC[C@@H]([C@H](C)[C@@H]([C@@H](C)[C@@H]([C@H](C)[C@H]1[C@H]([C@H]2[C@@H](O2)[C@@H](CCC[C@H](C[C@@H](C[C@@H]3C[C@@H]([C@H]([C@@](O3)(C(=O)[C@H]([C@@H](CCC[C@@H]([C@H](C[C@H]([C@H](C=CC(=O)O1)C)O)O)C)C)O)O)O)O)OC(=O)C)O)O)C)O)O)O[C@@H]4C[C@@H]([C@H]([C@@H](O4)C)OC)OC(=O)C5=CC(=C(C=C5)O)O[C@H]6CC[C@H]([C@H](O6)C)O
NPA002801	CC(C)C[C@H]1C(=O)NCCC(=O)O[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC3=CC=C(C=C3)O)CC(C)C
NPA002806	C1=CC(=C(C(=C1)O)O)C(=O)N[C@H]2[C@H](OC2=O)CC3=CC=C(C=C3)[N+](=O)[O-]
NPA002807	C[C@@H]1/C=C/C(=O)N([C@H](C(=O)O[C@H]([C@@H]([C@@H]([C@H](/C=C(\[C@H]1OC(=O)C)/C)C)OC(=O)C)C)C)CC2=CC=CC=C2)C
NPA002812	CC1=C(C(=C2C(=C1C=O)[C@@H]3C(=O)C4=C([C@@H](O3)O2)C(=C(C(=C4C)O)O)O)O)O
NPA002824	C[C@@H](C(=O)NCCC(=O)N(CCCC(C(=O)N[C@H]1CCCN(C1=O)O)NC)O)NC(=O)[C@H]2CN2C(=O)C3=CC=CC=C3O
NPA002826	C=CCCCCCCCCCC[C@H]1C(=O)O[C@H]([C@]1(C(=O)O)O)C(=O)O
NPA002829	CC(C)CC(CO)NC(=O)C
NPA002833	CCCCCCC(C=CCO[C@@H]1[C@H]([C@@H]([C@]2([C@@H]3[C@H](C(=O)O[C@]([C@@]1(O2)C)(O3)C)C)C)O)C)O
NPA002834	CCCCC(C)C=CC=C(C)[C@@H]1[C@H]([C@@H]([C@H](O1)OC)C=C(C)C=CC(C(C)C(=O)C)OC)C
NPA002835	C[C@H](C/C=C/CC[C@H](C/C=C/C=C/C=C/C=C/C=C/C=C/C1=CC(=C(C(=O)O1)CC[C@@H](C(=O)O)N)O)O)OCC[C@@H](C(=O)O)NC(=O)C
NPA002842	CCC(C)CC(C)CCC/C=C/C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O
NPA002843	CCCCCC[C@H]1[C@H]([C@@H]2[C@H](O1)C3=C(O2)[C@@H](CCC3=O)O)O
NPA002847	CCCCCCCC(CCCC12[C@@H]([C@H](C(O1)(C(C(O2)C(=O)O)(C(=O)O)O)C(=O)O)OC(=O)CC/C=C/C(C)CCCC3=CC=CC=C3)O)OC(=O)C
NPA002852	C[C@H]1[C@H](OC(=O)[C@@H](N(C(=O)[C@@H]2CCCN2C(=O)[C@@H](OC(=O)[C@@H](N(C(=O)[C@@H](NC1=O)C(C)C)C)C(C)C)C(C)C)C)C(C)C)CCCC#CBr
NPA002853	CCCCC(C)C(=O)N1CCC[C@H]1C(=O)N(C)C(CC2=CC=CC=C2)C(=O)NCC(=O)N(C)[C@H](C(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)NCC(=O)N(C)C(CC3=CC=CC=C3)C(=O)N4CCC[C@@H]4C(=O)OC
NPA002855	C[C@@H]1C(=O)N([C@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@H](C(=O)N([C@@H](C(=O)N1)CC2=CC=CC=C2)C)CC(C)C)C)C(C)(C)O)C)C
NPA002859	CCCCCCCCCCCCCC(CC(=O)NC(CC(C)C)C(=O)N[C@H]1[C@@H](OC(=O)C(NC(=O)C(NC(=O)[C@@H](NC(=O)[C@H](NC1=O)CO)[C@H](C)O)CC(C)C)CC(C)C)C)O
NPA002863	CC/C=C(\C)/CC(C)C(C(C)[C@@H]1[C@@H]([C@@H](C[C@@]2(O1)[C@H](C[C@@H]([C@H](O2)C(C)C(C(C)/C=C\C=C\C=O)O)C)O)OC)C)O
NPA002864	C[C@H]1CCC[C@@H]2[C@@H]1[C@@H]([C@H](C(=C2)C)[C@]3([C@@H](O3)C)C)C(=O)C
NPA002867	CC1CCC(=O)OC(C(C(CC(CC(C(C(CC(CC(C(C(CC(CC(C(C(C(C=C(C(C(C=C(C(C(C=CCCC1O)C)O)C)C)O)C)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)O)O)O)O)O)C)O)O)O)C)O)O)O)C)O)O)OC4C(C(C(C(O4)C)O)N)O)C)C(C)CC(C)CCCCCCN
NPA002880	CC1=CC(OC1=O)(C)CC(=O)O
NPA002886	C[C@]12[C@@H](C(=O)N[C@]1(C(=O)O2)[C@H]([C@H]3CCCC=C3)O)CCCl
NPA002893	COC1=CC(=O)C2=C3C1=COC(=C3C(=CC2=O)OC)O
NPA002899	CCC(C)(CC(CCC[C@H]1C=CC(=O)O1)O)O
NPA002900	C[C@@H](/C=C/C(=C/[C@H](C)O)/CO)O
NPA002910	CC(=CCC1=CC2=C(C=C1)NC=C2C(=O)O[C@H]3[C@@H]([C@H](C=C(O3)C(=O)O)O)O)C
NPA002912	CCCCCCCCCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(C(CN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)CO)O)C(CC4=CC(=C(C=C4)O)OS(=O)(=O)O)O)C(CC(=O)N)O)C)O)O)O
