npatlas_id	smiles
NPA025212	CC[C@H](C)[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(O)=NCC(=O)N(C)[C@@H](C(C)C)C(O)=N[C@@H](Cc2ccc(OC)cc2)C(=O)O[C@H](C(C)C)C(=O)N2CCCC[C@H]2C(=O)N(C)[C@@H](C(C)C)C(O)=N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(=O)O)C(=O)N1C
NPA025211	CC[C@H](C)[C@H]1C(O)=NCC(=O)N(C)[C@@H](C(C)C)C(O)=N[C@@H](Cc2ccc(OC)cc2)C(=O)O[C@H](C(C)C)C(=O)N2CCCC[C@H]2C(=O)N(C)[C@@H](C(C)C)C(O)=N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(=O)O)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C
NPA025210	CC[C@H](C)[C@H]1C(=O)N(C)[C@@H](C(C)C)C(O)=NCC(=O)N(C)[C@@H](C(C)C)C(O)=N[C@@H](Cc2ccc(OC)cc2)C(=O)O[C@H](C(C)C)C(=O)N2CCCC[C@H]2C(=O)N(C)[C@@H](C(C)C)C(O)=N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(=O)O)C(=O)N1C
NPA025209	CC[C@H](C)[C@H]1C(O)=NCC(=O)N(C)[C@@H](C(C)C)C(O)=N[C@@H](Cc2ccc(OC)cc2)C(=O)O[C@H](C(C)C)C(=O)N2CCCC[C@H]2C(=O)N(C)[C@@H](C(C)C)C(O)=N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(=O)O)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
NPA025208	CC[C@H](C)[C@@H]1N=C(O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@H](CC(=O)O)N(C)C(=O)[C@H](C(C)C)N=C(O)[C@H](C(C)C)N(C)C(=O)[C@@H]2CCCCN2C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccc(OC)cc2)N=C(O)[C@H](C(C)C)N(C)C(=O)CN=C1O
NPA025207	CC[C@H](C)[C@H]1C(O)=NCC(=O)N(C)[C@@H](C(C)C)C(O)=N[C@@H](Cc2ccc(OC)cc2)C(=O)O[C@H](C(C)C)C(=O)N2CCCC[C@H]2C(=O)N(C)[C@@H](C(C)C)C(O)=N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(=O)O)C(=O)N(C)[C@@H]([C@@H](C)CC)C(=O)N1C
NPA025200	COc1c(CC=C(C)C)c(O)cc(C)c1C(=O)O[C@@H]([C@H](O)[C@H](O)CO)[C@H](O)CO
NPA025199	CC(C)=CCc1cc2c(c3c1[C@@H]1C[C@H](C3=O)[C@@H]1C)OC(C)(C)[C@H](O)C2=O
NPA025198	CC(C)=CCc1cc2c(c3c1[C@@H]1C[C@H](C3=O)[C@@H]1C)OC(C)(C)[C@@H](O)C2=O
NPA025197	C/C=C/C=C\c1c(CC=C(C)C)cc2c(c1CO)OC(C)(C)C(O)C2=O
NPA025196	C/C=C/C=C/c1c(CC=C(C)C)cc2c(c1CO)OC(C)(C)C(O)C2=O
NPA025195	C/C=C/C=C/c1c(CC=C(C)C)cc(/C=C/C(C)C)c(O)c1C=O
NPA025194	C/C=C/C=C/c1c(CC=C(C)C)cc(/C=C/C(C)C)c(O)c1CO
NPA025193	COc1c(CC=C(C)C)c(O)cc(C)c1C(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
NPA025192	COc1c(CC=C(C)C)c(O)cc(C)c1C(=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H](O)CO
NPA025191	CC[C@H](C)[C@H]1C(=O)O[C@H](CCCCC[C@@H](C)O)C[C@@H](O)[C@@H](C)C(O)=N[C@H](Cc2ccccc2)C(=O)N1C
NPA025190	CC(C)[C@H]1C(=O)O[C@H]([C@@H](C)CCCC[C@@H](C)O)C[C@@H](O)[C@@H](C)C(O)=N[C@H](Cc2ccccc2)C(=O)N1C
NPA025189	CC(C)C[C@H]1C(=O)O[C@H]([C@@H](C)CCCC[C@@H](C)O)C[C@@H](O)[C@@H](C)C(O)=N[C@H](Cc2ccccc2)C(=O)N1C
NPA025188	CC[C@H](C)[C@H]1C(=O)O[C@H]([C@@H](C)CCCC[C@@H](C)O)C[C@@H](O)[C@@H](C)C(O)=N[C@H](Cc2ccccc2)C(=O)N1C
NPA025169	CC[C@H]1O[C@@](C)(O)C[NH+]2C(C)=CC3=C4C(=O)C5=C(C(=O)C=C4C(=O)C3=C12)[C@]1(O)[C@H](O5)O[C@H](C)[C@@H](OC)[C@H]1O
NPA025168	CC[C@H]1OC(=O)C[NH+]2C(C)=CC3=C4C(=O)C5=C(C(=O)C=C4C(=O)C3=C12)[C@]1(O)[C@H](O5)O[C@H](C)[C@@H](OC)[C@H]1O
NPA025167	CCCC1=C2C(=O)C3=CC(=O)C4=C(O[C@@H]5O[C@H](C)[C@@H](OC)[C@@H](O)[C@]45O)C(=O)C3=C2C=C(C)N1c1ccccc1C(=[NH2+])O
NPA025166	CC1=C/C=C/C=C/C=C\C=C/[C@H](C)CN=C(O)/C(C)=C/C=C/C=C/C=C\C=C/[C@H](C)CN=C(O)C(C)=C1
NPA025165	C/C1=C\C=C\C=C\C=C/C=C\[C@H](C)CN=C(O)/C(C)=C/C=C/C=C/C=C\C=C/[C@H](C)CN=C1O
NPA025164	CC1=C[C@@H](O)[C@H](O)/C=C\C=C\C=C\C=C/C=C\[C@H](C)CN=C(O)/C=C\C=C1
NPA025163	CC1=C[C@H](O)[C@H](O)/C=C\C=C\C=C\C=C/C=C\[C@H](C)CN=C(O)/C=C\C=C1
NPA025162	CC1=C/C=C/C=C\C=C/[C@H](C)CN=C(O)/C(C)=C/C=C/C(C)=C/C=C/C=C\C=C/[C@H](C)CN=C(O)/C(C)=C/C=C1
NPA025149	CCC/C=C/C=C/CCc1cc(O)cc(O)c1
NPA025148	CCC/C=C\C=C\CCc1cc(O)c([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1
NPA025147	CCC/C=C/C=C\CCc1cc(O)c([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1
NPA025146	CCC/C=C/C=C/CCc1cc(O)c([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1
NPA025145	CCC/C=C\C=C\CCc1cc(O)c([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1C(=O)OC
NPA025144	CCC/C=C/C=C\CCc1cc(O)c([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1C(=O)OC
NPA025143	C/C=C/C=C/CCc1cc(O)c([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1C(=O)OC
NPA025142	CC/C=C/C=C/CCc1cc(O)c([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1C(=O)OC
NPA025140	CCC/C=C/C=C\CCc1cc(O)cc(O)c1
NPA025121	C=C1[C@@]23C(=O)O[C@H](C)[C@]24O[C@@]2(C(=C)[C@]5(C=CC(=O)OC5(C)C)C[C@@H](O)[C@]32C)[C@H](O)[C@@]1(C)OC4=O
NPA025120	C=C1[C@]2(C=CC(=O)OC2(C)C)C[C@@H](OC(=O)/C(C)=C/C)[C@]2(C)[C@]34C(=O)O[C@H](C)[C@]35O[C@]12[C@H](OC(C)=O)[C@@](C)(OC5=O)C4=O
NPA025082	COc1cc(-c2nc(CO)cs2)c(O)c2ccccc12
NPA025081	COc1cc(C2=N[C@H](CO)CS2)c(O)c2ccccc12
NPA025080	COc1cc(O)c2c(c1)[C@]13O[C@@]4(C)C[C@](O)(C(=O)CC1(C)O4)[C@@H]3OC2=O
NPA025079	COc1cc(O)c2c(c1)[C@@]13O[C@]4(C)C[C@@](O)(C(=O)CC1(C)O4)[C@H]3OC2=O
NPA025075	Cc1cc(C(=O)CCCCCO)c(O)cc1O
NPA025074	C/C=C/C(O)CC(=O)c1cc(C)c(O)cc1O
NPA025073	Cc1cc(C(=O)CC/C=C/CO)c(O)cc1O
NPA025072	Cc1cc2c(c(C)c1O)OC(/C=C/CO)CC2=O
NPA025071	CC=CC=CC(O)=C1C(O)=C(C)C(=O)[C@@]2(C)O[C@@]3(O)[C@@](C)(O)CC4=C(O[C@@H](C=CC)CC4=O)[C@@]3(C)[C@@H]12
NPA025070	CC1=C(O)C(=C(O)C=CC=CCO)[C@@H]2[C@]3(C)C(=O)C(C(=O)CCC=CCO)C[C@](C)(O)[C@]3(O)O[C@]2(C)C1=O
NPA025069	CC=CCCC(=O)C1C[C@](C)(O)[C@]2(O)O[C@]3(C)C(=O)C(C)=C(O)C(=C(O)C=CC=CCO)[C@@H]3[C@]2(C)C1=O
NPA025068	CC=CC=CC(O)=C1C(O)=C(C)C(=O)[C@@]2(C)O[C@@]3(O)[C@@](C)(O)CC(C(=O)CCC=CC)C(=O)[C@@]3(C)[C@@H]12
NPA025067	CC=CC=CC(O)=C1C[C@](C)(O)[C@]2(O)O[C@]3(C)C(=O)C(C)=C(O)C(=C(O)C=CC=CCO)[C@@H]3[C@]2(C)C1=O
NPA025066	CC1=C(O)C(=C(O)C=CC=CCO)[C@@H]2[C@]3(C)C(=O)C(=C(O)C=CC=CCO)C[C@](C)(O)[C@]3(O)O[C@]2(C)C1=O
NPA025065	Cc1cc(C(=O)CCC(=O)O)c(O)c(C)c1O
NPA025064	Cc1cc(C(=O)CCC(=O)O)c(O)cc1O
NPA025063	CC=CC=CC(O)=C1C(=O)[C@]2(C)C(=O)[C@@](C)(O)[C@@H]1[C@@H]1[C@H]2CC(=O)N1C
NPA025062	Cc1c(O)c(O)cc(C(=O)CCC=CCO)c1O
NPA025061	Cc1cc(C(=O)CCC=CCO)c(O)c(C)c1O
NPA025060	Cc1cc(C(=O)C=CC=CCO)c(O)c(C)c1O
NPA025059	Cc1c(O)ccc(C(=O)C[C@@H]2CCC([C@H](C)O)O2)c1O
NPA025058	Cc1cc2c(c(C)c1O)O[C@@H](CCCO)CC2=O
NPA025057	CC=CC=CC(O)=C1C(O)=C(C)C(=O)[C@@]2(C)O[C@@]3(O)[C@@](C)(O)CC4=C(O[C@H](C=CC)CC4=O)[C@@]3(C)[C@@H]12
NPA025039	CCCC[C@@H](O)[C@H](O)c1ccccc1O
NPA025034	CC(C)=CCc1c(O)cc(C)c(C=O)c1O
NPA025032	C=C1CC[C@@H]2[C@](C)(CC[C@H]3O[C@@H](C(C)(C)O)CC[C@@]23C)[C@@H]1Cc1c(O)c(C)c(C)oc1=O
NPA025031	C=C1CC[C@@H]2[C@](C)(CC[C@H]3O[C@H](C(C)(C)O)CC[C@@]23C)[C@@H]1Cc1c(O)c(C)c(C)oc1=O
NPA025024	CCCCCCC[C@@H](O)CC(O)=N[C@H](CC(C)C)C(O)=N[C@H](CC(=O)O)C(O)=N[C@H](CCC(=N)O)C(O)=N[C@H](C(O)=N[C@H](CC(C)C)C(O)=N[C@H](CCC(=N)O)C(O)=N[C@@H]1COC(=O)[C@H]([C@@H](C)CC)N=C(O)[C@@H](CO)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CC(C)C)N=C1O)[C@H](C)CC
NPA025013	CCC(CC1CC2=CC(=O)[C@@](C)(O)[C@@H](OC(=O)c3c(C)cc(O)cc3O)[C@@H]2CO1)OC
NPA025012	CO[C@H]1CO[C@@]2(CC3=CC(=O)[C@@](C)(O)[C@@H](OC(=O)c4c(C)cc(O)cc4O)[C@@H]3CO2)C1
NPA025011	CO[C@@H]1CO[C@@]2(CC3=CC(=O)[C@@](C)(O)[C@@H](OC(=O)c4c(C)cc(O)cc4O)[C@@H]3CO2)C1
NPA025010	C/C=C(\C)[C@H](OC(C)=O)[C@H](C)C(=O)O[C@@]1(C)C(=O)C=C2C=C(c3c(C)cccc3O)OC=C2C1=O
NPA025009	C/C=C(\C)[C@H](OC(C)=O)[C@H](C)C(=O)O[C@@]1(C)C(=O)C2=COC(C3=C(C)CCCC3=O)=CC2=C(Cl)C1=O
NPA025008	CC(C)=CC1c2c(O)cc(C)cc2Oc2cc(C)cc(O)c21
NPA025007	CC(C)=CCc1c(O)cc(C)cc1Oc1cc(C)c(C(=O)O)c(O)c1
NPA025006	CC(C)=C[C@H]1c2c(O)cc(C)cc2Oc2cc(C)c(C(=O)O)c(O)c21
NPA025005	CCCCCC[C@H](C)/C=C(\C)C(=O)O[C@@]1(C)C(=O)c2c(cc(O)c3c(C)cccc23)[C@](C)(O)C1=O
NPA025004	CCCCCC[C@H](C)/C=C(\C)C(=O)O[C@@]1(C)C(=O)c2c(cc(O)c3c2C[C@H](O)C[C@]3(C)O)[C@](C)(O)C1=O
NPA025003	CCCCCC[C@H](C)/C=C(\C)C(=O)O[C@]1(C)C(=O)C2=COC(c3c(C)cccc3O)=CC2=C(Br)C1=O
NPA025002	CCCCCC[C@H](C)/C=C(\C)C(=O)O[C@]1(C)C(=O)C2=COC(C3=C(C)C[C@@H](O)CC3=O)=CC2=C(Br)C1=O
NPA025001	CCCCCCCCCCCCCCCc1c(O)c(OC)cc(OC)c1Cl
NPA025000	COc1c(C)cc(O)c2c1[C@H](O)[C@]1(C(=O)C(CC=C(C)C)=CC[C@H]1O)C2=O
NPA024999	Cc1cc([C@@H]2C[C@H](C)C(=O)O2)c2c(=O)c3c(O)cccc3oc2c1
NPA024998	COC(=O)c1cc(C)c(O)c2oc3cccc(O)c3c(=O)c12
NPA024997	COC(=O)C1=CC(C)=COc2oc3cccc(O)c3c(=O)c21
NPA024996	CCc1c(OC)cc2c(c1O)C(=O)CC[C@@]21C[C@@H](O)C(=O)O1
NPA024983	CCC[C@H]1OC(=O)[C@@H](CC(C)C)N=C(O)[C@H](CCS(C)=O)OC(=O)C[C@H](OC)[C@H](C)[C@H]2C[C@@H](OC)[C@@](C)(O)[C@@](O)(C[C@@H](O)[C@@H]1C)O2
NPA024982	CCC[C@H]1OC(=O)[C@@H](CC(C)C)N=C(O)[C@H](CCSC)OC(=O)C[C@H](OC)[C@H](C)[C@H]2C[C@@H](OC)[C@@](C)(O)[C@@](O)(C[C@@H](O)[C@@H]1C)O2
NPA024967	CCCCCCCCCCCCC(O)CC(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CCC(=O)O)C(O)=N[C@@H]1C(O)=N[C@@H]([C@@H](C)CC)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CO)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CO)C(O)=N[C@@H](C(C)C)C(=O)O[C@@H]1C
NPA024965	CCC(O)CC1OC2(CCC1C)CC1CC(CCC(CC)/C=C/C=C/CCCC(C)(O)C(O)CC(O)CC(O)C(C)C(O)C(CC)/C=C/C(=O)O1)O2
NPA024964	COC1=CC(=O)c2c(C)cc(O)c3c2[C@@]1(O)COC3=O
NPA024963	COc1cc(O)c2c(C)cc(O)c3c2c1C(OC)OC3=O
NPA024962	C/C=C/C1=CC2=C(CO1)C(=O)[C@@](C)(O)[C@@H](OC(=O)c1c(C)cc(O)cc1OC)C2
NPA024961	CCCC1=CC2=C(CO1)C(=O)[C@@](C)(O)C(OC(=O)c1c(C)cc(O)cc1OC)C2
NPA024957	C=C1CC[C@@H]2[C@](C)(CC[C@H](O)[C@@]2(C)CCC=C(C)C)[C@@H]1Cc1c(O)c(C)c(C)oc1=O
NPA024956	CC(/C=C/C(O)=NCC(=O)O)=C\[C@@H](C)C[C@@H](C)C/C(C)=C/CCC(C)C
NPA024955	CC(=O)OCC(C)CCCCc1cc(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)c(C)c(=O)o1
NPA024937	CO[C@H]1O[C@]2(OCc3c(C)c(O)c(O)c(O)c3C2=O)c2c(O)c(O)c(O)c(C)c21
NPA024936	CO[C@@H]1O[C@]2(OCc3c(C)c(O)c(O)c(O)c3C2=O)c2c(O)c(O)c(O)c(C)c21
NPA024935	CO[C@@H]1O[C@]2(OCc3c(C)c(O)c(O)c(O)c32)C(=O)c2c(O)c(O)c(O)c(C)c21
NPA024930	CCCCC[C@@H]1N=C(O)[C@@H](N=C(O)Cc2ccccc2)[C@@H](C)OC(=O)CCN=C(O)[C@@H](Cc2c[nH]c3ccccc23)N=C1O
NPA024929	CC(C)C[C@@H]1N=C(O)[C@@H](N=C(O)Cc2ccccc2)[C@@H](C)OC(=O)CCN=C(O)[C@@H](Cc2c[nH]c3ccccc23)N=C1O
NPA024924	CCC(C)CC(C)/C=C(\C)CC(C)CCC(=O)C1=C(O)[C@H]([C@@H](O)c2ccccc2)N=C1O
NPA024923	CC(=O)O[C@@H](C)Cc1cc(=O)c2c(C)cc(O)cc2o1
NPA024919	C=C(C)[C@H]1CC[C@@]2(C)[C@@H](C[C@]3(C)C(=C)[C@@]2(C(=O)OC)C(=O)[C@@](C)(O)C3=O)[C@]1(C)CCC(=O)O
NPA024918	C=C1[C@@]2(C)C[C@H]3[C@](C)(CCC(=O)O)[C@@H](C(C)(C)O)CC[C@]3(C)[C@]1(C(=O)OC)C(=O)[C@@](C)(O)C2=O
NPA024913	C/C=C/c1cc(CC)c(O)c(=O)o1
NPA024903	COc1c2c(c(O)c3c1C(=O)c1c(cc(O)c(C)c1O)C3=O)-c1c(cc(CN)c(C(=O)O)c1O)CC2
NPA024902	CC1=Cc2oc3cc(O)c(O)c(C(=O)O)c3c(=O)c2C(O)O1
NPA024901	COc1cc(O)c2c(c1)C(=O)c1cc(O)c(-c3c(O)cc4c(c3O)C(=O)c3c(O)cc(O)cc3C4=O)c(O)c1C2=O
NPA024900	COc1cc(O)c2c(c1)C(=O)c1c(c(O)cc(O)c1-c1c(O)cc(O)c3c1C(=O)c1cc(O)cc(O)c1C3=O)C2=O
NPA024899	COc1cc(O)c2c(c1O)C(=O)c1c(c(O)cc(O)c1-c1c(O)cc(O)c3c1C(=O)c1c(O)c(OC)cc(O)c1C3=O)C2=O
NPA024898	COc1cc(O)c2c(c1)C(=O)c1cc(OC)c(OC)c(O)c1C2=O
NPA024897	COc1cc2c(c(O)c1OC)C(=O)c1c(O)cc(O)cc1C2=O
NPA024896	CSC1[C@H]2C(=O)N(C)[C@@H]([C@@H](C)C(C)C)C(=O)OC[C@@H](N=C(O)c3cnc4ccccc4n3)C(O)=N[C@@H](C)C(=O)N(C)[C@@H](CS1=O)C(=O)N(C)[C@@H]([C@@H](C)C(C)C)C(=O)OC[C@@H](N=C(O)c1cnc3ccccc3n1)C(O)=N[C@@H](C)C(=O)N2C
NPA024895	CC[C@H](C)[C@H]1C(=O)OC[C@@H](N=C(O)c2cnc3ccccc3n2)C(O)=N[C@@H](C)C(=O)N(C)[C@H]2CS(=O)C(SC)[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)N=C(O)[C@H](N=C(O)c1cnc3ccccc3n1)COC(=O)[C@H]([C@@H](C)CC)N(C)C2=O
NPA024885	CC(=O)Cc1c(C)cc2c(c1/C=C(C)/C=C(C)/C=C/C(=O)O)[C@@H](C)C(=O)[C@@H](C)C2
NPA024879	CC(C=CC(O)=C1C(=O)CN=C1O)=C[C@@H](C)[C@H]1O[C@@]2(C)O[C@H](C(=O)[C@@H]3O[C@@]32CO)[C@@H]1C
NPA024878	CC(=O)C[C@]1(O)Cc2cc3c(c(O)c2[C@@H](O)C1)C(=O)c1c(O)cccc1C3=O
NPA024875	CCCCCCCCCCCCc1c(O)cc(C)cc1OC(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/c1ccc(O)c(C)c1
NPA024874	CO[C@@H](/C(C)=C/C=C/C(C)=C/c1coc(C)n1)[C@@H](C)[C@@H]1C[C@H](O)[C@@]2(C)O[C@@H]2/C=C/[C@@H](C)[C@H]2C[C@H](CC(=O)O2)C[C@@H]2O[C@H]2C(=O)O1
NPA024873	CC/C=C(\C)[C@H](O)[C@H](C)/C=C(C)/C=C/C=C\C=C\C=C(/C)C(O)=N[C@@H](C)CO
NPA024872	CC[C@H](C)/C=C(\C)[C@H](O)[C@H](C)/C=C(C)/C=C/C=C\C=C\C=C(/C)C(O)=N[C@@H](C)CO
NPA024871	CC(/C=C/C=C\C=C\C=C(/C)C(O)=N[C@@H](C)CO)=C\[C@@H](C)[C@@H](O)/C(C)=C/C(C)C
NPA024867	CC(/C=C/C=C/C=C/C=C/C(O)=C1/C(=O)C(CCC(=O)O)N(C)C1=O)=C\C(C)C(O[C@H]1C[C@H](O)[C@H](O)[C@@H](C)O1)C(C)C
NPA024866	CCCCCCCCC[C@H](OC(=O)[C@H](CCCCN(O)C(C)=O)N=C(O)c1nc(-c2ccccc2O)oc1C)[C@@H](C)C(O)=N[C@@H]1CCCCN(O)C1=O
NPA024865	CCCCCCC[C@H](OC(=O)[C@H](CCCCN(O)C(C)=O)N=C(O)c1nc(-c2ccccc2O)oc1C)[C@@H](C)C(O)=N[C@@H]1CCCCN(O)C1=O
NPA024864	C/C=C\C=C\[C@@H]1O[C@](O)([C@H](CC)C(O)=NC/C=C/C=C(\C)[C@@H](OC)[C@@H](C)[C@@H]2O[C@H](/C=C/C=C/C=C(\C)C(=O)c3c(O)ccnc3O)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)C1(C)C
NPA024859	CCCCCCCCCCCCCCC(O)=N[C@@H]1C(O)=N[C@H](CCC(=N)O)C(O)=N[C@@H](CC(=O)O)C(O)=NCC(O)=N[C@@H](CC(=N)O)C(O)=N[C@@H](CC(=O)O)C(O)=NCC(O)=N[C@@H](Cc2ccc(O)cc2)C(O)=N[C@@H](C(C)C)C(=O)OC1C
NPA024858	CCCCCCCCCCCCCC(O)=N[C@@H]1C(O)=N[C@H](CCC(=N)O)C(O)=N[C@@H](CC(=O)O)C(O)=NCC(O)=N[C@@H](CC(=N)O)C(O)=N[C@@H](CC(=O)O)C(O)=NCC(O)=N[C@@H](Cc2ccc(O)cc2)C(O)=N[C@@H](C(C)C)C(=O)OC1C
NPA024857	CCCCCCCCCCCCC(O)=N[C@@H]1C(O)=N[C@H](CCC(=N)O)C(O)=N[C@@H](CC(=O)O)C(O)=NCC(O)=N[C@@H](CC(=N)O)C(O)=N[C@@H](CC(=O)O)C(O)=NCC(O)=N[C@@H](Cc2ccc(O)cc2)C(O)=N[C@@H](C(C)C)C(=O)OC1C
NPA024845	[C-]#[N+]/C=C(C)\C=C\C=C(C)\C(C)=C\[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)C[C@H](OC)[C@H]1OC2(C[C@@H](O)[C@H](C)[C@H](C/C=C/c3coc([C@@H](C)CCN=C(O)[C@@H](O)[C@@H](O)[C@H](COC)N(C)C)n3)O2)C(C)(C)[C@H]1OP(=O)(O)OP(=O)(O)O
NPA024835	CC[C@H]1C[C@@H]2[C@H]([C@H]1C)[C@@H]1C=C[C@@H]3C=CC(O)=C4C(=O)C(CCCN=C(O)/C=C/C=C/[C@H]3[C@@H]12)N=C4O
NPA024834	CC[C@H]1C[C@@H]2C[C@H]3/C=C/C=C/C(O)=NCCCC4N=C(O)C(=C(O)/C=C/C=C/[C@@H](O)[C@H]3[C@@H]2[C@H]1C)C4=O
NPA024833	CC[C@H]1C[C@@H]2C[C@H]3/C=C/C=C/C(O)=NCCCC4N=C(O)C(=C(O)/C=C/[C@H](O)[C@H]5O[C@@H]5[C@H]3[C@@H]2[C@H]1C)C4=O
NPA024831	CC(C)CCCCCCCCCCc1c(O)cc(CC(C)C)oc1=O
NPA024830	CCCCCCCCCCCCc1c(O)cc(CC(C)C)oc1=O
NPA024829	CC(C)CCCCCCCCc1c(O)cc(CC(C)C)oc1=O
NPA024828	CCCCCCCCCCc1c(O)cc(CC(C)C)oc1=O
NPA024827	CC(C)CCCCCCc1c(O)cc(CC(C)C)oc1=O
NPA024826	CCCCCCCCc1c(O)cc(CC(C)C)oc1=O
NPA024825	CC(C)CCCCc1c(O)cc(CC(C)C)oc1=O
NPA024824	CCCCCCc1c(O)cc(CC(C)C)oc1=O
NPA024823	CC(=O)C=C(O)C[C@]1(O)Cc2c(c(O)c3c(O)cc(O)cc3c2CC=C(C)C)C(=O)[C@H]1O
NPA024822	C/C=C(C)/C=C(C)/C=C/C=C(C)/C=C/C(=O)C(C)C(O)=N[C@H](Cc1ccc(O)cc1)C(=O)O
NPA024821	C/C=C(C)/C=C(C)/C=C/C=C(C)/C=C/C(=O)[C@]1(C)C(=O)[C@H](Cc2ccc(O)cc2)N=C1O
NPA024818	C/C=C(\N=C(O)C[C@@H](O)CCCCCCCCCCC)C(O)=N[C@@H]1C(O)=N[C@H]([C@H](C)O)C(O)=N[C@H](Cc2ccc(O)cc2)C(O)=N/C(=C/C)C(O)=N[C@H](CCC(=N)O)C(O)=NCC(O)=N[C@@H]([C@H](C)O)C(O)=N[C@H](Cc2cnc[nH]2)C(=O)O[C@@H]1C
NPA024814	CC/C=C(\OC)C(O)=N[C@@H](C)/C=C(C)/C=C(C)/C=C/C[C@H](C)[C@H]1OC(=O)[C@H](C)C[C@@H]1C
NPA024813	CC/C=C(\OC)C(O)=N[C@@H](C)/C=C(C)/C=C(C)\C=C\C[C@@H](C)[C@@H]1OC(=O)[C@@H](C)C[C@H]1C
NPA024812	CCCCCCC[C@@H](O)CC(O)=N[C@@H](CCC(=N)O)C(O)=N[C@@H](CCC(=N)O)C(O)=N[C@@H](CCC(=N)O)C(O)=N[C@@H](CCC(=O)O)C(=O)O[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(O)=N[C@@H]1C(O)=N[C@@H]([C@@H](C)CC)[C@@H](O)CC(=O)O[C@@H](C(C)C)C(=O)[C@H](C)C(O)=N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](Cc2ccc(OC)cc2)C(=O)O[C@H]1C
NPA024811	CCCCCCC[C@@H](O)CC(O)=N[C@@H](CCC(=N)O)C(O)=N[C@@H](CCC(=N)O)C(O)=N[C@@H](CCC(=O)O)C(=O)O[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(O)=N[C@@H]1C(O)=N[C@@H]([C@@H](C)CC)[C@@H](O)CC(=O)O[C@@H](C(C)C)C(=O)[C@H](C)C(O)=N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](Cc2ccc(OC)cc2)C(=O)O[C@H]1C
NPA024810	CCC(C)C1N=C(O)C2CSSCC/C=C/C(CC(O)=NC(CCSC)C(O)=N2)OC(=O)CC1O
NPA024809	CSCCC1N=C(O)CC2/C=C/CCSSCC(N=C1O)C(O)=NC(C(C)C)C(O)CC(=O)O2
NPA024808	CC[C@H]1/C=C\[C@@H]([C@@H](O)C=C(C)C)OC(=O)/C(C)=C\[C@@H]2C(=O)NC3=CC(=O)c4c(cc(C)c(O)c4C(C=O)C1)[C@@]32O
NPA024807	CC[C@H]1/C=C\[C@H](O)[C@H](C=C(C)C)OC(=O)[C@@]2(C)C=CC(O)=Nc3c2c(O)c2c(c(O)c(C)cc2c3O)C(=O)CC1
NPA024806	CC[C@H]1C=C[C@H](O)[C@H](C=C(C)C)OC(=O)/C(C)=C/CC(O)=Nc2cc(O)cc3c2O/C(=C\C(=O)CC1)C(C)=C3
NPA024805	CC[C@H]1/C=C/[C@@H](C(O)C=C(C)C)OC(=O)/C(C)=C\CC(O)=Nc2cc(O)cc3c2O[C@@]2(CC1)CC(=O)[C@@H](C)[C@@H]3O2
NPA024804	C=C[C@H]1C[C@@H]2C[C@@H]3[C@H]4C/C=C\C(O)=NCCC(O)C5N=C(O)C(=C(O)/C=C/[C@@H]4CC(=O)[C@H]3[C@]2(O)[C@H]1C)C5=O
