npatlas_id	smiles
NPA020797	CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](OC2CC4N=CC(C)OC(CC(C)O)OC4C(C)O2)C1)C(=O)c1c(O)cccc1C3=O
NPA020796	CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](OC2CC4NC(O)C(C)OC(CC(C)O)OC4C(C)O2)C1)C(=O)c1c(O)cccc1C3=O
NPA020793	CO[C@@H]1C[C@@H](O)[C@@H](OC)c2oc3c4c5c(c(O)c3c(=O)c21)-c1c(cc2c(Cl)c(C)n(N)c(=O)c2c1O)C[C@H]5OCO4
NPA020792	CO[C@@H]1C[C@H](O)[C@@H](OC)c2oc3c4c5c(c(O)c3c(=O)c21)-c1c(cc2c(Cl)c(C)nc(O)c2c1O)C[C@@H]5OCO4
NPA020791	CO[C@@H]1c2oc3c4c5c(c(O)c3c(=O)c2[C@H](OC)C[C@@H]1O)-c1c(cc2cc(C)n(N)c(=O)c2c1O)C[C@@H]5OCO4
NPA020790	CO[C@@H]1C[C@@H](O)[C@@H](OC)c2oc3c4c5c(c(O)c3c(=O)c21)-c1c(cc2cc(C)nc(O)c2c1O)C[C@@H]5OCO4
NPA020789	CO[C@H]1C[C@H](O)[C@@H](OC)c2oc3c4c5c(c(O)c3c(=O)c21)-c1c(cc2c(Cl)c(C)n(N=C(C)C)c(=O)c2c1O)C[C@@H]5OCO4
NPA020788	CO[C@@H]1C[C@H](O)[C@@H](OC)c2oc3c4c5c(c(O)c3c(=O)c21)-c1c(cc2c(Cl)c(C)n(/N=C(\C)C(C)=O)c(=O)c2c1O)C[C@H]5OCO4
NPA020787	CO[C@H]1C[C@H](O)[C@H](OC)c2oc3c4c5c(c(O)c3c(=O)c21)-c1c(cc2cc(C)n(/N=C(/C)C(C)=O)c(=O)c2c1O)C[C@@H]5OCO4
NPA020786	CC[C@@]1(O)CC(=O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC
NPA020785	C[C@@H]1O[C@@H](O[C@@H]2C[C@H](c3ccc4c(c3O)C(=O)C3=C(C4=O)[C@]4(O[C@H]5CC[C@H](O)[C@H](C)O5)C(=O)C[C@](C)(O)C[C@@]4(O)C=C3)O[C@H](C)[C@H]2O)CC[C@@H]1O
NPA020776	COc1cc(O)c2c(c1)C(=O)c1cc3cc(O)c(C(=O)O)c(C)c3c(O)c1C2=O
NPA020775	Cc1c(C(=O)O)c(O)cc2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3=O
NPA020773	C/C=C\C=C\[C@H]1O[C@@](O)([C@H](CO[C@@H]2C[C@@H](OC)[C@@H](O)[C@@H](C)O2)C(O)=NC/C=C/C=C(\C)[C@@H](OC)[C@H](C)[C@@H]2C[C@@H](O)[C@H](/C=C\C=C/C=C/C(=O)O)O2)[C@H](OC(=O)Cc2ccccc2)[C@@H](O)C1(C)C
NPA020772	C/C=C/C=C\[C@@H]1O[C@@](O)([C@H](CO[C@H]2C[C@@H](OC)[C@@H](O)[C@@H](C)O2)C(O)=NC/C=C\C=C(/C)[C@H](OC)[C@H](C)[C@@H]2C[C@@H](O)[C@H](/C=C\C=C\C=C/C(=O)O)O2)[C@@H](O)[C@@H](OC(=O)Cc2ccccc2)C1(C)C
NPA020771	C/C=C\C=C\[C@@H]1O[C@](O)([C@@H](CO[C@H]2C[C@@H](OC)[C@@H](O[C@@H]3C[C@H](OC)[C@H](O)[C@H](C)O3)[C@@H](C)O2)C(O)=NC/C=C\C=C(/C)[C@@H](OC)[C@@H](C)[C@@H]2C[C@@H](O)[C@H](/C=C/C=C/C=C\C(=O)O)O2)[C@@H](OC(=O)Cc2ccccc2)[C@H](O)C1(C)C
NPA020770	C/C=C\C=C\[C@@H]1O[C@](O)([C@H](CO[C@H]2C[C@@H](OC)[C@@H](O[C@@H]3C[C@@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)O2)C(O)=NC/C=C/C=C(\C)[C@@H](OC)[C@H](C)[C@H]2C[C@H](O)[C@H](/C=C/C=C/C=C/C(=O)O)O2)[C@H](OC(=O)Cc2ccccc2)[C@H](O)C1(C)C
NPA020769	C/C=C/C=C/[C@@H]1O[C@](O)([C@H](CO[C@H]2C[C@H](OC)[C@H](O[C@@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H](O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)C(O)=NC/C=C/C=C(\C)[C@H](OC)[C@@H](C)[C@@H]2C[C@H](O)[C@@H](/C=C/C=C/C=C\C(=O)O)O2)[C@@H](O)[C@H](OC(=O)Cc2ccccc2)C1(C)C
NPA020768	C/C=C/C=C/[C@@H]1O[C@@](O)([C@@H](CO[C@@H]2C[C@H](OC)[C@H](O)[C@H](C)O2)C(O)=NC/C=C/C=C(\C)[C@@H](OC)[C@H](C)[C@@H]2C[C@H](O)[C@@H](/C=C/C=C/C=C/C(=O)O)O2)[C@H](O)[C@H](O)C1(C)C
NPA020764	N=C(N)N(O)CCCCC/C=C/C=C/C(=O)CCC/C=C/C=C/CCCCC(O)CC(O)CC(O)C(O)C(O)=NCC(=O)O
NPA020763	CC(CCC/C=C/C=C/CCCC(=O)/C=C/C=C/CCCCCN(O)C(=N)N)C(O)CC(O)CC(O)C(O)C(O)=NCC(=O)O
NPA020761	COC1=C(CO)C(=O)c2c(cc(OC)c(CSC[C@H](N=C(C)O)C(=O)O)c2O)C1=O
NPA020760	COc1cc2c(c(O)c1CSC[C@H](N=C(C)O)C(=O)O)C(=O)C(CO)=CC2=O
NPA020759	COC1=C(C)C(=O)c2c(cc(O)c(CSC[C@H](N=C(C)O)C(=O)O)c2O)C1=O
NPA020758	COC1=C(C)C(=O)c2c(cc(OC)c(CSC[C@H](N=C(C)O)C(=O)O)c2O)C1=O
NPA020757	COc1cc2c(c(O)c1CSC[C@H](N=C(C)O)C(=O)O)C(=O)C(C)=CC2=O
NPA020756	COC1=CC(=O)c2c(cc(OC)c(CSC[C@H](N=C(C)O)C(=O)O)c2O)C1=O
NPA020755	CC/C=C/C=C\[C@@]1(C)OC2=C(C(=O)C[C@H](C)O2)C1=O
NPA020754	CCCCCC[C@@H](C)/C=C(C)/C=C/C(O)=N[C@H]1CC2(O[C@H]1O)[C@@H]1O[C@@H]1C(=O)[C@@H]1O[C@@H]12
NPA020753	CC[C@@H](O)C[C@@H]1O[C@@]2(CC[C@@H]1C)C[C@H]1OC(=O)/C=C/[C@](C)(O)[C@H](O)[C@H](C)[C@H](O)C[C@@H](O)[C@](C)(O)CCC/C=C\[C@@H]3C[C@H](C)CO[C@]3(O)C[C@@H](O2)[C@H]1C
NPA020752	CC1OC(OC2CCC(O[C@@]3(C)CC(=O)[C@@]4(O)C5=C(C=C[C@]4(O)C3)C(=O)c3c(ccc(C4C[C@H]6O[C@H]7C[C@@H](O)[C@H](C)OC7O[C@@H]6[C@@H](C)O4)c3O)C5=O)OC2C)C=CC1=O
NPA020749	CO[C@H]1CC[C@H](O[C@@H]2C[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)/C=C(\C)C(=O)[C@H](C)C[C@H](C)C(=O)O)O3)O[C@]2(C)[C@H]2CC[C@@H](C)C3(O[C@@H]([C@@H]4O[C@](O)(CO)[C@@H](C)C[C@H]4C)C[C@@H]3C)O2)O[C@@H]1C
NPA020748	Cc1cc2c(c3oc([C@@]4(C)O[C@H]4[C@@H]4O[C@H]4C)cc(=O)c13)C(=O)c1c(ccc([C@@H]3C[C@@](C)(N(C)C)[C@@H](O)[C@H](C)O3)c1O)C2=O
NPA020746	CCC1OC(=O)CC(O)C(C)C(OC2O[C@H](C)C(OC3CC[C@@H](O)[C@@H](C)O3)[C@H](N(C)C)[C@H]2O)C(CC=O)CC(C)C(=O)/C=C/C2(C)OC2C1C
NPA020745	CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O[C@@H]3CC[C@@H](O)[C@H](C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)/C=C/C2(C)OC2C1C
NPA020742	CO[C@H]1/C=C/C=C/C=C\C[C@H](OC(=O)[C@H](C)N=C(O)C2=CCCCC2)[C@H](C)[C@H](O)/C(C)=C/CCc2cc(O)cc(c2)N=C(O)C1
NPA020741	CO[C@@H]1/C=C/C=C/C=C\C[C@@H](OC(=O)[C@H](C)N=C(O)CCC(C)C)[C@H](C)[C@@H](O)/C(C)=C/CCc2cc(O)cc(c2)N=C(O)C1
NPA020737	C=CCC1/C=C(/C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCC3C(=O)OC(/C(C)=C/C3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC
NPA020729	CO[C@@H]1[C@H](C)[C@@H]([C@@H](C)[C@@H]2O[C@]3(CC[C@](C)([C@@H]4CC[C@](C)([C@@H]5O[C@H]([C@@H]6O[C@](C)(O)[C@@H](C)C[C@@H]6C)C[C@H]5C)O4)O3)C[C@@H](O)[C@@H]2C)O[C@@](O)([C@H](C)C(=O)O)[C@@H]1C
NPA020728	CO[C@@H]1[C@H](C)[C@@H]([C@H](C)[C@@H]2O[C@]3(CC[C@](C)([C@H]4CC[C@@](C)([C@H]5O[C@H]([C@H]6O[C@](C)(O)[C@H](C)C[C@@H]6C)C[C@@H]5C)O4)O3)C[C@@H](O)[C@H]2C)O[C@@](O)([C@@H](C)C(=O)O)[C@H]1C
NPA020727	CCCCCCCc1cc(O)cc(OC(=O)c2c(CCCCCCC)cc(O)cc2O[C@@H]2OC([C@H](O)CO)[C@H](O)[C@H]2O)c1
NPA020726	CCCCCCCc1cc(OC(=O)c2c(CCCCCCC)cc(O)cc2O[C@@H]2OC([C@H](O)CO)[C@H](O)[C@H]2O)cc(O)c1C(=O)O
NPA020725	C[C@H]1O[C@@H]2CC(=O)O[C@@H]2C2=C1C(=O)c1c(O)cc3c(c1C2=O)[C@H]1C[C@@H](N(C)C)[C@H](O)[C@]3(C)O1
NPA020724	CC[C@]1([C@@H]2O[C@@H]([C@H]3O[C@](C)(O)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@H](OC)[C@H](C)C(=O)O)O3)O2)O1
NPA020719	COc1cc(O)c2c3c(c(O)cc(C)c13)C(=O)[C@@](O)(CC(C)=O)C2=O
NPA020717	CC[C@H](C)[C@@H]1N=C(O)[C@@H]([C@@H](O)C(C)C)N=C(O)C([C@H](O)c2ccc(O)cc2)N=C(O)[C@H](N=C(O)[C@@H](N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@@H](CC(C)C)N=C(O)[C@H](C)N)[C@H](O)C(=N)O)[C@@H](C(=N)O)OC1=O
NPA020711	CC(C)[C@H]1C(=O)OC[C@H](NC(=O)c2nc3ccccc3cc2O)C(=O)N2CCCC[C@@H]2C(O)=NCC(=O)N(C)CC(=O)N(C)[C@H](C(C)C)C(=O)OC[C@@H](NC(=O)c2nc3ccccc3cc2O)C(=O)N2CCCC[C@@H]2C(O)=NCC(=O)N(C)CC(=O)N1C
NPA020710	CC[C@H]1OC(=O)/C=C/[C@@H](C)[C@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@H](C)C[C@@H](C)C(=O)/C=C\C=C\[C@H]1C
NPA020709	CCCCCC[C@H](O)[C@@H]1C(=O)OC[C@H]1CO
NPA020705	CO[C@@H]1[C@H](O)C[C@H](O[C@@H]2C[C@@H](Oc3cc4cc5c(c(O)c4c(O)c3C)C(=O)[C@H](O[C@@H]3C[C@@H](O[C@@H]4C[C@@H](O[C@H]6C[C@@](C)(O)[C@H](OC(C)=O)[C@@H](C)O6)[C@@H](O)[C@@H](C)O4)[C@@H](O)[C@@H](C)O3)[C@H]([C@H](OC)C(=O)[C@H](O)[C@@H](C)O)C5)O[C@H](C)[C@H]2O)O[C@@H]1C
NPA020704	CO[C@H]1[C@H](O)C[C@@H](O[C@@H]2C[C@H](Oc3cc4cc5c(c(O)c4c(O)c3C)C(=O)[C@@H](O[C@H]3C[C@@H](O[C@H]4C[C@@H](O[C@H]6C[C@](C)(O)[C@@H](O)[C@H](C)O6)[C@@H](O)[C@@H](C)O4)[C@H](O)[C@@H](C)O3)[C@H]([C@H](OC)C(=O)[C@H](O)[C@@H](C)O)C5)O[C@H](C)[C@@H]2O)O[C@H]1C
NPA020703	CSC(=O)c1c(C)c(CC[C@@H](C)O)c(O)c(C)c1O
NPA020701	CO/C=C(C(=O)OC)\C(C)=C/C=C/c1ccc2c(c1)O[C@@]1(CO2)O[C@H](C=C(C)C)OC1(C)C
NPA020700	CC[C@@H](O)[C@]1(C)C[C@@H](C)[C@](O)([C@H]2C[C@@H](C)[C@H]([C@@]3(C)CC[C@@H]([C@@H]4CC[C@]5(O[C@H]([C@@H](C)[C@H](OC)[C@H](C)C(=O)O)[C@@H](C)[C@@H](OC)[C@H]5C)O4)O3)O2)O1
NPA020698	CNC(=N)NCCC/C=C/CCCC(C)CC(C)C1OC(=O)C(C)C(O)/C=C\C(C)C(O)CC(O)C(C)C(O)CCC(C)C(O)CC2(O)OC3CC(CC(O)CC(O)C(C)C(O)/C=C\C=C/C1C)OC(=O)CC(=O)OC2C(O)C3.O=C(O)CC(=O)O
NPA020697	CNC(=N)NCCC/C=C/CCCC(C)CC(C)C1OC(=O)C(C)C(O)/C=C/C(C)C(O)CC(O)C(C)C(O)CCC(C)C(O)CC2(O)OC(CC(O)CC(O)CC(O)C(C)C(O)/C=C\C=C\C1C)CC(O)C2O
NPA020695	CNC1C(C)OC(O[C@H]2c3cc(C)c(C(O)=NCC(=O)O)c(O)c3-c3c(cc4c(c3O)C(=O)c3cc(OC)cc(O)c3C4=O)[C@@H]2O)C(O)C1OC1OCC(O)C(O)C1O
NPA020694	COc1cc(O)c2c(c1)C(=O)c1c(cc3c(c1O)-c1c(cc(C)c(C(O)=NCC(=O)O)c1O)[C@H](O[C@@H]1O[C@H](C)[C@H](N)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]1O)[C@H]3O)C2=O
NPA020693	C/C=C1/N=C(O)[C@@H]([C@@H](O)C(C)C)N=C(O)[C@@H](CO)N=C(O)[C@H]([C@@H](C)O)N=C(O)[C@@H](N=C(O)[C@@H](N)[C@H](C)CC)[C@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N=C(O)[C@H](CCCN)N=C(O)[C@H]([C@@H](O)c2c[nH]c3ccccc23)N=C(O)[C@H](CO)N=C1O
NPA020692	C/C=C1\N=C(O)[C@@H]([C@@H](O)C(C)C)N=C(O)[C@H](CO)N=C(O)[C@@H]([C@H](C)O)N=C(O)[C@H](N=C(O)[C@@H](N)[C@@H](C)CC)[C@@H](C(C)C)OC(=O)[C@@H](Cc2ccccc2)N=C(O)[C@H](CCCN)N=C(O)/C(=C(\O)c2c[nH]c3ccccc23)N=C(O)[C@@H](CO)N=C1O
NPA020691	C/C=C1/N=C(O)[C@H]([C@@H](O)C(C)C)N=C(O)[C@@H](CO)N=C(O)[C@H]([C@@H](C)O)N=C(O)[C@@H](N=C(O)[C@H](N)[C@@H](C)CC)[C@@H](C(C)C)OC(=O)[C@@H](Cc2ccccc2)N=C(O)[C@H](CCCN)N=C(O)/C(=C/c2c[nH]c3ccccc23)N=C(O)[C@H](CO)N=C1O
NPA020689	CCC(C)C(N=CO)C(O)=NC1C(O)=NC(CC(C)C)C(O)=NC(C(C)C)C(=O)N2NCCCC2C(O)=NC(CC(C)C)C(=O)N2NCCCC2C(=O)OC1C
NPA020688	O=C1c2cc(O)cc(O)c2C(=O)c2c1cc1cc(O)cc(O)c1c2O
NPA020682	C/C=C\[C@@H]1O[C@]1(C)c1cc(=O)c2c(CC(=O)O)cc3c(c2o1)C(=O)c1c(O)ccc(O)c1C3=O
NPA020675	CC1=C[C@H]2[C@H](O)[C@H](O)CC[C@H]2[C@@](C)(C(O)=C2C(=O)CN=C2O)[C@@H]1CCC(C)C(O)/C(C)=C/CC(O)/C=C/C(C)C(O)/C=C/CC(O)/C(C)=C/CC(O)CC1CCCN1C(=N)N
NPA020673	CC/C=C\[C@H]1O[C@@H]1C1=C(C)C(=O)[C@]2(O1)C(O)=N[C@@](OC)(C(=O)c1ccccc1)[C@@H]2O
NPA020672	C[C@@H]1O[C@](C)(C(=O)O)O[C@H]1/C=C/C=C/C=C/C(=O)O[C@H]1CC[C@H](c2ccc3c(c2O)C(=O)C2=C(C3=O)[C@@]3(O)C(=O)[C@H](O)[C@](C)(O)C[C@@]3(O)C=C2)O[C@@H]1C
NPA020671	COCC1OC(=O)C12N(C)C(=O)C(C)C2(O)C(CC(C)C(O)/C=C/C=C/CN=C(O)C(C)(C)C(O)/C(C)=C/C=C/C=C/Cc1cnc(C)o1)OC
NPA020670	COC(CC(C)C(O)/C=C/C=C/CN=C(O)C(C)(C)C(O)/C(C)=C/C=C/C=C/Cc1cnc(C)o1)C1(O)C(C)C(=O)N(C)C12C(=O)OC2C
NPA020663	CO[C@@H]1C[C@@H](O[C@H]2[C@@H](C)O[C@@H](O[C@H]3[C@@H](C)O[C@@H](O[C@@H]4[C@@H](N(C)C)[C@@H](O)[C@H]5Oc6c(ccc7c6C(=O)c6c(O)c8c(c(O)c6C7=O)[C@@H](O[C@H]6C[C@@H](N(C)C)[C@H](O)[C@@H](C)O6)C[C@](C)(O)C8)[C@]4(C)O5)C[C@]3(C)N)C[C@]2(C)N)O[C@@H](C)[C@H]1OC(=O)CCC(=O)O
NPA020662	CC(C)=CCC/C(C)=C/C[C@]1(O)C(=O)c2cc(O)cc(O)c2C(=O)[C@@]1(Cl)CC=C(C)C
NPA020659	C/C=C/CC[C@H](O)C[C@@H](O)CCO
NPA020658	C/C=C/C=C/C(=O)C[C@@H](O)CCO
NPA020655	Cc1cc(O)cc2cc3c(c(O)c12)C(=O)CC[C@H]3O
NPA020654	Cc1cc2c(c3oc(C(O)(CO)C4CO4)cc(=O)c13)C(=O)c1c(O)cccc1C2=O
NPA020652	C[C@@H]1CC(=O)c2c(cc(O)c3c2C(=O)c2cccc(O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]4O)c2C3=O)C1
NPA020651	C[C@@H]1CC(=O)c2c(ccc3c2C(=O)c2cccc(O[C@@H]4O[C@H](C)[C@H](O)[C@@H](O)[C@H]4O)c2C3=O)C1
NPA020649	CO[C@H]1C(=O)[C@H](C)[C@]2(O)[C@H]3Nc4c(cc(O)c5c4C(=O)c4c(O)ccc(O)c4C5=O)[C@]2(O)[C@@H]1c1c(O)cccc13
NPA020648	C[C@H]1C(=O)[C@H](O)[C@H]2c3ccccc3[C@@H]3Nc4c(cc(O)c5c4C(=O)c4c(O)ccc(O)c4C5=O)[C@@]2(O)[C@]13O
NPA020647	CC1=C(O)C(=O)[C@H]2c3ccccc3[C@@H]3Nc4c(cc(O)c5c4C(=O)c4c(O)ccc(O)c4C5=O)[C@@]2(O)[C@]13O
NPA020646	C/C=C1/CC2=C(C(=O)OC2=O)[C@@H](CCC)[C@H](O)C(=O)C[C@@H]1O
NPA020645	C/C=C(\C)[C@@H](OC)[C@@H](C)/C=C(C)/C=C/C/C(C)=C/Cc1c(C)c(=O)c(OC)c(OC)n1O
NPA020644	CC[C@@H]1[C@H](O)[C@@H](C)/C=C(C)/C=C(\OC)C(=O)O[C@H]([C@H](C)[C@@H](O)[C@@H](C)[C@@]2(O)C[C@@H](OC(=O)/C=C/C(=O)O)[C@@H](C)[C@@H](C)O2)[C@H](OC)/C=C/C=C(\C)C[C@H](C)[C@H]1O
NPA020643	CC[C@@H]1[C@@H](O)[C@H](C)C/C(C)=C/C=C/[C@H](OC)[C@H]([C@H](C)[C@H](O)[C@H](C)[C@@]2(O)C[C@H](O[C@@H]3C[C@H](O)[C@@H](OC(=N)O)[C@@H](C)O3)[C@H](C)[C@@H](C)O2)OC(=O)/C(OC)=C/C(C)=C/[C@H](C)[C@H]1O
NPA020642	COC1=C(C(=O)O)[C@H](C)[C@]2(O)[C@H]3Nc4c(cc(O)c5c4C(=O)c4c(O)ccc(O)c4C5=O)[C@]2(Cl)[C@@H]1c1ccccc13
NPA020641	CO[C@@H]1C(=O)[C@H](C)[C@]2(O)[C@H]3Nc4c(cc(O)c5c4C(=O)c4c(O)ccc(O)c4C5=O)[C@]2(O)[C@@H]1c1ccccc13
NPA020640	COC1=C(C(=O)O)[C@H](C)[C@]2(O)[C@H]3Nc4c(cc(O)c5c4C(=O)c4c(O)ccc(O)c4C5=O)[C@]2(O)[C@@H]1c1ccccc13
NPA020637	CC1=C[C@@H]2C3=C(OC(C)(C)[C@H]2CC1)C(=O)c1c(O)cc(O)cc1C3=O
NPA020635	Cc1c(Cl)ccc(O)c1C(=O)O[C@@H]1C[C@H](O[C@H]2[C@H](O)C[C@H](O[C@H]3CCC[C@@H]4[C@@H]3C=C[C@H]3CCCC/C=C\[C@@H]5C=C(C(=O)O)[C@H](C)CC56OC(=O)C(=C6O)OC(=O)[C@@]43C)O[C@@H]2C)O[C@H](C)[C@H]1O
NPA020634	Cc1c(Cl)ccc(O)c1C(=O)O[C@@H]1C[C@H](O[C@H]2[C@H](O)C(O)[C@H](O[C@H]3CCC[C@@H]4[C@@H]3C=C[C@H]3CCCC/C=C\[C@@H]5C=C(C(=O)O)[C@H](C)CC56OC(=O)C(=C6O)OC(=O)[C@@]43C)O[C@@H]2C)O[C@H](C)[C@H]1O
NPA020633	Cc1c(Cl)ccc(O)c1C(=O)O[C@H]1[C@H](O)C[C@@H](O[C@H]2[C@H](O)C[C@@H](O[C@H]3CCC[C@@H]4[C@@H]3C=C[C@H]3CCCC/C=C\[C@@H]5C=C(C(=O)O)[C@H](C)CC56OC(=O)C(=C6O)OC(=O)[C@@]43C)O[C@@H]2C)O[C@@H]1C
NPA020632	Cc1c(Cl)ccc(O)c1C(=O)O[C@H]1[C@H](O)C[C@H](O[C@H]2[C@H](O)C(O)[C@H](O[C@H]3CCC[C@@H]4[C@@H]3C=C[C@H]3CCCC/C=C\[C@@H]5C=C(C(=O)O)[C@H](C)CC56OC(=O)C(=C6O)OC(=O)[C@@]43C)O[C@@H]2C)O[C@@H]1C
NPA020631	CCC[C@H]1OC(C)=Cc2cc3c(c(O)c21)C(=O)C([C@@H]1OC[C@@H](O)[C@H](CO)O1)=C(CC(C)=O)C3=O
NPA020630	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C2=C(C)C(=O)[C@]1(C)O2
NPA020629	CC[C@@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(O)C[C@@H](C)C2=C(C)C(=O)[C@@]1(C)O2
NPA020627	CC[C@@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](NC)[C@H]2O)[C@@](C)(O)C[C@@H](C)C2=C(C)C(=O)[C@@]1(C)O2
NPA020625	CCCCC/C=C/C=C/C=C/C(O)C(C)C(C/C=C/C1OC(=O)C=CC1O)OS(=O)(=O)O
NPA020622	CC[C@@]1(O[C@H]2C[C@@H](N(C)C)[C@@H](O)[C@@H](C)O2)CCc2c(O)c3c(c(O)c2[C@@H]1O[C@H]1C[C@@H](N(C)C)[C@H](O[C@@H]2CC[C@@H](O[C@@H]4CC[C@@H](O)[C@H](C)O4)[C@H](C)O2)[C@@H](C)O1)C(=O)c1cccc(O)c1C3=O
NPA020617	CO[C@@H]1[C@@H](O[C@H]2CC[C@H](OC)[C@@H](C)O2)[C@H](C)[C@@](O)(CC(=O)O)O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@@](O)(CO)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@H]4CC[C@H](OC)[C@@H](C)O4)O3)O2)C[C@H](O)[C@H]1C
NPA020615	CN[C@@H]1[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O[C@@H]2c3cc(C)c(C(O)=N[C@H](C)C(=O)O)c(O)c3-c3c(cc4c(c3O)C(=O)c3cc(OC)cc(O)c3C4=O)[C@@H]2O)O[C@H]1C
NPA020614	CN[C@@H]1[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O[C@H]2c3cc(C)c(C(O)=N[C@@H](CO)C(=O)O)c(O)c3-c3c(cc4c(c3O)C(=O)c3cc(OC)cc(O)c3C4=O)[C@@H]2O)O[C@@H]1C
NPA020613	CN[C@@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](OS(=O)(=O)O)[C@H]2O)[C@@H](O)[C@H](O[C@@H]2c3cc(C)c(C(O)=N[C@H](CO)C(=O)O)c(O)c3-c3c(cc4c(c3O)C(=O)c3cc(OC)cc(O)c3C4=O)[C@H]2O)O[C@@H]1C
NPA020612	CN[C@@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2c3cc(C)c(C(O)=N[C@@H](CO)C(=O)O)c(O)c3-c3c(cc4c(c3O)C(=O)c3cc(OC)cc(O)c3C4=O)[C@@H]2O)O[C@@H]1C
NPA020611	CN[C@@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](OS(=O)(=O)O)[C@@H]2O)[C@@H](O)[C@H](O[C@@H]2c3cc(C)c(C(O)=N[C@@H](C)C(=O)O)c(O)c3-c3c(cc4c(c3O)C(=O)c3cc(OC)cc(O)c3C4=O)[C@@H]2O)O[C@H]1C
NPA020610	Cc1cc2c(c(O)c1C(=O)O)-c1c(O)c3c(c(O)c1C[C@H]2O)C(=O)c1c(O)cc(O)cc1C3=O
NPA020609	CC(/C=C\CC(C)/C=C(C)\C=C\C1OC(=O)C=CC1C)=C/C(C)C(=O)C(C)C(O)C(C)C/C(C)=C\CO
NPA020606	CC[C@H](C)[C@H]1OC(=O)[C@@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)N=C(O)[C@H](C(C)C)N(C)C(=O)[C@H](CC[S@@](C)=O)N=C(O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)N=C(O)[C@H](C(C)C)N(C)C1=O
NPA020605	CC[C@H](C)[C@@H]1N=C(O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@@H](Cc2ccccc2)N=C(O)[C@H](C(C)C)N(C)C(=O)[C@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@@H](CC(C)C)N=C(O)[C@@H](C(C)C)N(C)C1=O
NPA020604	CC[C@H](C)[C@@H]1N=C(O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H](Cc2ccccc2)N=C(O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CCO)OC(=O)[C@@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)N=C(O)[C@@H](C(C)C)N(C)C1=O
